"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"10/03/2016","GEMFIBROZILANDA  #074256","SUPPL-41","GEMFIBROZIL","TEVA","Labeling","Approval"
"10/03/2016","GEMFIBROZILANDA  #074270","SUPPL-16","GEMFIBROZIL","CHARTWELL MOLECULES","Labeling","Approval"
"10/03/2016","GEMFIBROZILANDA  #075034","SUPPL-27","GEMFIBROZIL","APOTEX","Labeling","Approval"
"10/03/2016","LEVALBUTEROL HYDROCHLORIDEANDA  #077800","SUPPL-1","LEVALBUTEROL HYDROCHLORIDE","MYLAN SPECIALITY LP","Labeling","Approval"
"10/03/2016","LEVALBUTEROL HYDROCHLORIDEANDA  #077800","SUPPL-2","LEVALBUTEROL HYDROCHLORIDE","MYLAN SPECIALITY LP","Labeling","Approval"
"10/03/2016","GEMFIBROZILANDA  #078012","SUPPL-10","GEMFIBROZIL","CARIBE HOLDINGS","Labeling","Approval"
"10/03/2016","GEMFIBROZILANDA  #202726","SUPPL-3","GEMFIBROZIL","AUROBINDO PHARMA LTD","Labeling","Approval"
"10/03/2016","NORTHERANDA   #203202","SUPPL-6","DROXIDOPA","LUNDBECK NA LTD","Labeling","Approval"
"10/03/2016","NEURACEQNDA   #204677","SUPPL-11","FLORBETABEN F-18","LIFE MOLECULAR","Labeling","Approval"
"10/04/2016","LOPROXNDA   #019824","SUPPL-24","CICLOPIROX","MEDIMETRIKS PHARMS","Manufacturing (CMC)","Approval"
"10/04/2016","CARDIOPLEGIC IN PLASTIC CONTAINERANDA  #075323","SUPPL-4","CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE","BAXTER HLTHCARE","Labeling","Approval"
"10/04/2016","MELOXICAMANDA  #077944","SUPPL-15","MELOXICAM","LUPIN PHARMS","Labeling","Approval"
"10/04/2016","MELOXICAMANDA  #077944","SUPPL-16","MELOXICAM","LUPIN PHARMS","Labeling","Approval"
"10/04/2016","DONEPEZIL HYDROCHLORIDEANDA  #078662","SUPPL-2","DONEPEZIL HYDROCHLORIDE","ACI","Labeling","Approval"
"10/04/2016","DONEPEZIL HYDROCHLORIDEANDA  #078662","SUPPL-3","DONEPEZIL HYDROCHLORIDE","ACI","Labeling","Approval"
"10/04/2016","DONEPEZIL HYDROCHLORIDEANDA  #078841","SUPPL-5","DONEPEZIL HYDROCHLORIDE","APOTEX","Labeling","Approval"
"10/04/2016","DONEPEZIL HYDROCHLORIDEANDA  #090493","SUPPL-4","DONEPEZIL HYDROCHLORIDE","SUN PHARM INDS","Labeling","Approval"
"10/04/2016","OPDIVOBLA   #125554","SUPPL-16","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"10/04/2016","GILOTRIFNDA   #201292","SUPPL-10","AFATINIB DIMALEATE","BOEHRINGER INGELHEIM","Labeling","Approval"
"10/04/2016","DONEPEZIL HYDROCHLORIDEANDA  #201724","SUPPL-2","DONEPEZIL HYDROCHLORIDE","ALEMBIC PHARMS LTD","Labeling","Approval"
"10/04/2016","DONEPEZIL HYDROCHLORIDEANDA  #203034","SUPPL-1","DONEPEZIL HYDROCHLORIDE","HETERO LABS LTD V","Labeling","Approval"
"10/04/2016","DONEPEZIL HYDROCHLORIDEANDA  #203104","SUPPL-2","DONEPEZIL HYDROCHLORIDE","TWI PHARMS","Labeling","Approval"
"10/04/2016","ZUBSOLVNDA   #204242","SUPPL-7","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","OREXO US INC","Efficacy","Approval"
"10/04/2016","DONEPEZIL HYDROCHLORIDEANDA  #204293","SUPPL-1","DONEPEZIL HYDROCHLORIDE","SUN PHARM","Labeling","Approval"
"10/04/2016","ADEMPASNDA   #204819","SUPPL-7","RIOCIGUAT","BAYER HLTHCARE","REMS","Approval"
"10/05/2016","FLOVENT DISKUS 100NDA   #020833","SUPPL-32","FLUTICASONE PROPIONATE","GLAXO GRP LTD","Labeling","Approval"
"10/05/2016","FLOVENT DISKUS 250NDA   #020833","SUPPL-32","FLUTICASONE PROPIONATE","GLAXO GRP LTD","Labeling","Approval"
"10/05/2016","FLOVENT DISKUS 50NDA   #020833","SUPPL-32","FLUTICASONE PROPIONATE","GLAXO GRP LTD","Labeling","Approval"
"10/05/2016","FLOVENT HFANDA   #021433","SUPPL-32","FLUTICASONE PROPIONATE","GLAXO GRP LTD","Labeling","Approval"
"10/05/2016","XARELTONDA   #202439","SUPPL-20","RIVAROXABAN","JANSSEN PHARMS","Labeling","Approval"
"10/06/2016","ZYPREXANDA   #020592","SUPPL-67","OLANZAPINE","LILLY","Labeling","Approval"
"10/06/2016","ZYPREXA ZYDISNDA   #021086","SUPPL-43","OLANZAPINE","LILLY","Labeling","Approval"
"10/06/2016","ZYPREXANDA   #021253","SUPPL-56","OLANZAPINE","LILLY","Labeling","Approval"
"10/06/2016","SYMBYAXNDA   #021520","SUPPL-46","FLUOXETINE HYDROCHLORIDE; OLANZAPINE","LILLY","Labeling","Approval"
"10/06/2016","ZYPREXA RELPREVVNDA   #022173","SUPPL-25","OLANZAPINE PAMOATE","ELI LILLY CO","Labeling","Approval"
"10/06/2016","PERTZYEBLA   #022175","SUPPL-3","PANCRELIPASE (AMYLASE;LIPASE;PROTEASE)","DIGESTIVE CARE INC","","Approval"
"10/06/2016","MEFLOQUINE HYDROCHLORIDEANDA  #077699","SUPPL-6","MEFLOQUINE HYDROCHLORIDE","HIKMA INTL PHARMS","Labeling","Approval"
"10/06/2016","RIBAVIRINANDA  #207366","ORIG-1","RIBAVIRIN","NAVINTA LLC","","Approval"
"10/07/2016","FUROSEMIDENDA   #018569","SUPPL-63","FUROSEMIDE","SANDOZ","Labeling","Approval"
"10/07/2016","NOVOLOGBLA   #020986","SUPPL-84","INSULIN ASPART RECOMBINANT","NOVO NORDISK INC","","Approval"
"10/07/2016","NOVOLOG FLEXPENBLA   #020986","SUPPL-84","INSULIN ASPART RECOMBINANT","NOVO NORDISK INC","","Approval"
"10/07/2016","NOVOLOG FLEXTOUCHBLA   #020986","SUPPL-84","INSULIN ASPART RECOMBINANT","NOVO NORDISK INC","","Approval"
