"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"12/01/2016","LANOXINNDA   #009330","SUPPL-31","DIGOXIN","COVIS","Labeling","Approval"
"12/01/2016","LANOXIN PEDIATRICNDA   #009330","SUPPL-31","DIGOXIN","COVIS","Labeling","Approval"
"12/01/2016","PROVERANDA   #011839","SUPPL-77","MEDROXYPROGESTERONE ACETATE","PFIZER","Manufacturing (CMC)","Approval"
"12/01/2016","INTRALIPID 10%NDA   #017643","SUPPL-76","SOYBEAN OIL","FRESENIUS","Labeling","Approval"
"12/01/2016","INTRALIPID 20%NDA   #018449","SUPPL-43","SOYBEAN OIL","FRESENIUS","Labeling","Approval"
"12/01/2016","SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINERNDA   #019759","SUPPL-47","SODIUM CHLORIDE","HOSPIRA","Labeling","Approval"
"12/01/2016","INTRALIPID 30%NDA   #019942","SUPPL-14","SOYBEAN OIL","FRESENIUS","Labeling","Approval"
"12/01/2016","INTRALIPID 20%NDA   #020248","SUPPL-20","SOYBEAN OIL","FRESENIUS","Labeling","Approval"
"12/01/2016","LANOXINNDA   #020405","SUPPL-13","DIGOXIN","CONCORDIA","Labeling","Approval"
"12/01/2016","CAVERJECT IMPULSENDA   #021212","SUPPL-13","ALPROSTADIL","PFIZER","Manufacturing (CMC)","Approval"
"12/01/2016","DIGOXINNDA   #021648","SUPPL-9","DIGOXIN","HIKMA","Labeling","Approval"
"12/01/2016","OMEPRAZOLENDA   #022032","SUPPL-34","OMEPRAZOLE","DEXCEL PHARMA","Manufacturing (CMC)","Approval"
"12/01/2016","ZOLEDRONIC ACIDANDA  #202923","SUPPL-6","ZOLEDRONIC ACID","USV","Labeling","Approval"
"12/01/2016","ZOLMITRIPTANANDA  #205074","ORIG-1","ZOLMITRIPTAN","ALEMBIC PHARMS LTD","","Approval"
"12/01/2016","TIGECYCLINENDA   #205645","ORIG-1","TIGECYCLINE","FRESENIUS KABI USA","Type 5 - New Formulation or New Manufacturer","Approval"
"12/01/2016","VELTASSANDA   #205739","SUPPL-10","PATIROMER SORBITEX CALCIUM","VIFOR PHARMA","Manufacturing (CMC)","Approval"
"12/01/2016","HYDROCODONE BITARTRATE AND ACETAMINOPHENANDA  #206245","ORIG-1","ACETAMINOPHEN; HYDROCODONE BITARTRATE","NOVEL LABS INC","","Approval"
"12/01/2016","DAPSONEANDA  #206505","ORIG-1","DAPSONE","NOVITIUM PHARMA","","Approval"
"12/01/2016","DESOXIMETASONEANDA  #208104","ORIG-1","DESOXIMETASONE","LUPIN","","Approval"
"12/01/2016","ISOPTO ATROPINENDA   #208151","ORIG-1","ATROPINE SULFATE","ALCON LABS INC","Type 5 - New Formulation or New Manufacturer","Approval"
"12/02/2016","AMBIENNDA   #019908","SUPPL-37","ZOLPIDEM TARTRATE","SANOFI AVENTIS US","Labeling","Approval"
"12/02/2016","AMBIEN CRNDA   #021774","SUPPL-18","ZOLPIDEM TARTRATE","SANOFI AVENTIS US","Labeling","Approval"
"12/02/2016","EMENDNDA   #022023","SUPPL-14","FOSAPREPITANT DIMEGLUMINE","MERCK AND CO INC","Manufacturing (CMC)","Approval"
"12/02/2016","DOXYCYCLINE HYCLATEANDA  #091052","SUPPL-6","DOXYCYCLINE HYCLATE","MYLAN PHARMS INC","Labeling","Approval"
"12/02/2016","DOXYCYCLINE HYCLATEANDA  #091052","SUPPL-7","DOXYCYCLINE HYCLATE","MYLAN PHARMS INC","Labeling","Approval"
"12/02/2016","DOXYCYCLINE HYCLATEANDA  #091052","SUPPL-9","DOXYCYCLINE HYCLATE","MYLAN PHARMS INC","Labeling","Approval"
"12/02/2016","BENLYSTABLA   #125370","SUPPL-55","BELIMUMAB","HUMAN GENOME SCIENCES INC.","","Approval"
"12/02/2016","IRBESARTANANDA  #203534","SUPPL-1","IRBESARTAN","JUBILANT GENERICS","Labeling","Approval"
"12/02/2016","JARDIANCENDA   #204629","SUPPL-8","EMPAGLIFLOZIN","BOEHRINGER INGELHEIM","Efficacy","Approval"
"12/02/2016","DICLOFENACANDA  #207393","ORIG-1","DICLOFENAC","LUPIN LTD","","Tentative Approval"
"12/05/2016","LOPERAMIDE HYDROCHLORIDEANDA  #073122","SUPPL-19","LOPERAMIDE HYDROCHLORIDE","TEVA","Labeling","Approval"
"12/05/2016","CANDESARTAN CILEXETILANDA  #203813","ORIG-1","CANDESARTAN CILEXETIL","MACLEODS PHARMS LTD","","Approval"
