"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"09/01/2016","MOBICNDA   #021530","SUPPL-16","MELOXICAM","AVONDALE PHARMS","Labeling","Approval"
"09/01/2016","CLINDAMYCIN PHOSPHATEANDA  #065184","SUPPL-3","CLINDAMYCIN PHOSPHATE","TARO PHARM INDS","Labeling","Approval"
"09/01/2016","CLINDAMYCIN PHOSPHATEANDA  #065184","SUPPL-4","CLINDAMYCIN PHOSPHATE","TARO PHARM INDS","Labeling","Approval"
"09/01/2016","DARIFENACIN HYDROBROMIDEANDA  #207664","ORIG-1","DARIFENACIN HYDROBROMIDE","CIPLA","","Approval"
"09/02/2016","CANASANDA   #021252","SUPPL-14","MESALAMINE","ALLERGAN","Efficacy","Approval"
"09/02/2016","CYMBALTANDA   #021427","SUPPL-48","DULOXETINE HYDROCHLORIDE","LILLY","Labeling","Approval"
"09/02/2016","PROMETHAZINE HYDROCHLORIDEANDA  #040428","SUPPL-31","PROMETHAZINE HYDROCHLORIDE","COSETTE","Labeling","Approval"
"09/02/2016","ONDANSETRON HYDROCHLORIDEANDA  #077430","SUPPL-5","ONDANSETRON HYDROCHLORIDE","SANDOZ INC","Labeling","Approval"
"09/02/2016","LAMOTRIGINEANDA  #079132","SUPPL-13","LAMOTRIGINE","JUBILANT CADISTA","Labeling","Approval"
"09/02/2016","LAMOTRIGINEANDA  #079132","SUPPL-14","LAMOTRIGINE","JUBILANT CADISTA","Labeling","Approval"
"09/02/2016","LAMOTRIGINEANDA  #079132","SUPPL-16","LAMOTRIGINE","JUBILANT CADISTA","Labeling","Approval"
"09/02/2016","LIDOCAINEANDA  #086724","SUPPL-28","LIDOCAINE","TARO","Manufacturing (CMC)","Approval"
"09/02/2016","ALFUZOSIN HYDROCHLORIDEANDA  #090221","SUPPL-2","ALFUZOSIN HYDROCHLORIDE","WOCKHARDT LTD","Labeling","Approval"
