"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"03/01/2016","FLUOROPLEXNDA   #016988","SUPPL-28","FLUOROURACIL","ALMIRALL","Manufacturing (CMC)","Approval"
"03/01/2016","TECHNETIUM TC 99M ALBUMIN AGGREGATED KITBLA   #017881","SUPPL-24","TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT","DRAXIMAGE","","Approval"
"03/01/2016","ZOCORNDA   #019766","SUPPL-95","SIMVASTATIN","ORGANON","Manufacturing (CMC)","Approval"
"03/01/2016","RISPERDALNDA   #020272","SUPPL-77","RISPERIDONE","JANSSEN PHARMS","Labeling","Approval"
"03/01/2016","RISPERDALNDA   #020588","SUPPL-65","RISPERIDONE","JANSSEN PHARMS","Labeling","Approval"
"03/01/2016","FASLODEXNDA   #021344","SUPPL-25","FULVESTRANT","ASTRAZENECA","Labeling","Approval"
"03/01/2016","RISPERDAL CONSTANDA   #021346","SUPPL-55","RISPERIDONE","JANSSEN PHARMS","Labeling","Approval"
"03/01/2016","RISPERDALNDA   #021444","SUPPL-51","RISPERIDONE","JANSSEN PHARMS","Labeling","Approval"
"03/01/2016","ZORTRESSNDA   #021560","SUPPL-17","EVEROLIMUS","NOVARTIS","Manufacturing (CMC)","Approval"
"03/01/2016","INVEGANDA   #021999","SUPPL-30","PALIPERIDONE","JANSSEN PHARMS","Labeling","Approval"
"03/01/2016","INVEGA SUSTENNANDA   #022264","SUPPL-19","PALIPERIDONE PALMITATE","JANSSEN PHARMS","Labeling","Approval"
"03/01/2016","MAXIPIMENDA   #050679","SUPPL-40","CEFEPIME HYDROCHLORIDE","HOSPIRA INC","Labeling","Approval"
"03/01/2016","CLINDESSENDA   #050793","SUPPL-21","CLINDAMYCIN PHOSPHATE","PADAGIS US","Manufacturing (CMC)","Approval"
"03/01/2016","MONTELUKAST SODIUMANDA  #201515","SUPPL-3","MONTELUKAST SODIUM","TORRENT PHARMS LTD","Labeling","Approval"
"03/01/2016","PALONOSETRON HYDROCHLORIDENDA   #203050","ORIG-1","PALONOSETRON HYDROCHLORIDE","DR REDDYS LABS LTD","Type 5 - New Formulation or New Manufacturer","Approval"
"03/01/2016","BUPROPION HYDROCHLORIDEANDA  #205794","ORIG-1","BUPROPION HYDROCHLORIDE","SCIEGEN PHARMS INC","","Approval"
"03/01/2016","INVEGA HAFYERANDA   #207946","SUPPL-1","PALIPERIDONE PALMITATE","JANSSEN PHARMS","Labeling","Approval"
"03/01/2016","INVEGA TRINZANDA   #207946","SUPPL-1","PALIPERIDONE PALMITATE","JANSSEN PHARMS","Labeling","Approval"
"03/01/2016","ODEFSEYNDA   #208351","ORIG-1","EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE","GILEAD SCIENCES INC","Type 4 - New Combination","Approval"
"03/02/2016","RHINOCORTNDA   #020746","SUPPL-35","BUDESONIDE","J AND J CONSUMER INC","Manufacturing (CMC)","Approval"
"03/02/2016","RHINOCORT ALLERGYNDA   #020746","SUPPL-35","BUDESONIDE","J AND J CONSUMER INC","Manufacturing (CMC)","Approval"
"03/02/2016","FORADILNDA   #020831","SUPPL-34","FORMOTEROL FUMARATE","NOVARTIS","Manufacturing (CMC)","Approval"
"03/02/2016","VENOFERNDA   #021135","SUPPL-26","FERRIC OXYHYDROXIDE","AM REGENT","Manufacturing (CMC)","Approval"
"03/02/2016","ATNAANDA   #021175","SUPPL-27","ATROPINE; PRALIDOXIME CHLORIDE","US ARMY","Manufacturing (CMC)","Approval"
"03/02/2016","FASLODEXNDA   #021344","SUPPL-26","FULVESTRANT","ASTRAZENECA","Efficacy","Approval"
"03/02/2016","DUODOTENDA   #021983","SUPPL-18","ATROPINE; PRALIDOXIME CHLORIDE","MERIDIAN MEDCL","Manufacturing (CMC)","Approval"
"03/02/2016","CEFTRIAXONEANDA  #065180","SUPPL-5","CEFTRIAXONE SODIUM","WOCKHARDT","Labeling","Approval"
"03/02/2016","CEFTRIAXONEANDA  #065180","SUPPL-7","CEFTRIAXONE SODIUM","WOCKHARDT","Labeling","Approval"
"03/02/2016","CEFTRIAXONEANDA  #065328","SUPPL-12","CEFTRIAXONE SODIUM","ACS DOBFAR","Labeling","Approval"
"03/02/2016","CEFTRIAXONEANDA  #065329","SUPPL-10","CEFTRIAXONE SODIUM","ACS DOBFAR","Labeling","Approval"
"03/02/2016","CEFTRIAXONEANDA  #065391","SUPPL-5","CEFTRIAXONE SODIUM","WOCKHARDT","Labeling","Approval"
"03/02/2016","CEFTRIAXONEANDA  #065391","SUPPL-7","CEFTRIAXONE SODIUM","WOCKHARDT","Labeling","Approval"
"03/02/2016","BETAMETHASONE DIPROPIONATEANDA  #076543","SUPPL-10","BETAMETHASONE DIPROPIONATE","TARO","Labeling","Approval"
"03/02/2016","PROLIABLA   #125320","SUPPL-177","DENOSUMAB","AMGEN","","Approval"
"03/02/2016","XGEVABLA   #125320","SUPPL-177","DENOSUMAB","AMGEN","","Approval"
"03/02/2016","ELIQUISNDA   #202155","SUPPL-14","APIXABAN","BRISTOL MYERS SQUIBB","REMS","Approval"
"03/02/2016","RITONAVIRANDA  #202738","ORIG-1","RITONAVIR","MYLAN PHARMS INC","","Tentative Approval"
"03/02/2016","NYMALIZENDA   #203340","SUPPL-1","NIMODIPINE","ARBOR PHARMS LLC","Manufacturing (CMC)","Approval"
"03/02/2016","KENGREALNDA   #204958","SUPPL-1","CANGRELOR","CHIESI","Manufacturing (CMC)","Approval"
"03/02/2016","MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINERANDA  #207349","ORIG-1","MAGNESIUM SULFATE","HQ SPCLT PHARMA","","Approval"
"03/03/2016","SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #016677","SUPPL-151","SODIUM CHLORIDE","BAXTER HLTHCARE","Manufacturing (CMC)","Approval"
"03/03/2016","EPI E Z PEN JRNDA   #019430","SUPPL-60","EPINEPHRINE","MYLAN SPECIALITY LP","Manufacturing (CMC)","Approval"
"03/03/2016","EPIPENNDA   #019430","SUPPL-60","EPINEPHRINE","MYLAN SPECIALITY LP","Manufacturing (CMC)","Approval"
"03/03/2016","EPIPEN E Z PENNDA   #019430","SUPPL-60","EPINEPHRINE","MYLAN SPECIALITY LP","Manufacturing (CMC)","Approval"
"03/03/2016","EPIPEN JR.NDA   #019430","SUPPL-60","EPINEPHRINE","MYLAN SPECIALITY LP","Manufacturing (CMC)","Approval"
"03/03/2016","CEREZYMEBLA   #020367","SUPPL-96","IMIGLUCERASE","GENZYME","","Approval"
"03/03/2016","CEREBYXNDA   #020450","SUPPL-29","FOSPHENYTOIN SODIUM","PARKE DAVIS","Labeling","Approval"
"03/03/2016","PROVENTIL-HFANDA   #020503","SUPPL-51","ALBUTEROL SULFATE","KINDEVA","Manufacturing (CMC)","Approval"
"03/03/2016","FLUOXETINE HYDROCHLORIDEANDA  #075452","SUPPL-31","FLUOXETINE HYDROCHLORIDE","TEVA","Labeling","Approval"
"03/03/2016","FLUOXETINE HYDROCHLORIDEANDA  #075452","SUPPL-33","FLUOXETINE HYDROCHLORIDE","TEVA","Labeling","Approval"
"03/03/2016","FLUOXETINE HYDROCHLORIDEANDA  #075452","SUPPL-34","FLUOXETINE HYDROCHLORIDE","TEVA","Labeling","Approval"
"03/03/2016","FLUOXETINE HYDROCHLORIDEANDA  #075452","SUPPL-36","FLUOXETINE HYDROCHLORIDE","TEVA","Labeling","Approval"
"03/03/2016","FLUOXETINE HYDROCHLORIDEANDA  #075452","SUPPL-37","FLUOXETINE HYDROCHLORIDE","TEVA","Labeling","Approval"
