"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"01/02/2017","CAFFEINE CITRATEANDA  #090827","SUPPL-3","CAFFEINE CITRATE","SAGENT PHARMS","Labeling","Approval"
"01/02/2017","CAFFEINE CITRATEANDA  #091102","SUPPL-2","CAFFEINE CITRATE","SAGENT PHARMS","Labeling","Approval"
"01/03/2017","DONEPEZIL HYDROCHLORIDEANDA  #090521","SUPPL-5","DONEPEZIL HYDROCHLORIDE","MYLAN PHARMS INC","Labeling","Approval"
"01/03/2017","LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDEANDA  #091652","SUPPL-6","HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM","MYLAN","Labeling","Approval"
"01/03/2017","REPATHABLA   #125522","SUPPL-11","EVOLOCUMAB","AMGEN INC","","Approval"
"01/03/2017","PRAMIPEXOLE DIHYDROCHLORIDEANDA  #203615","ORIG-2","PRAMIPEXOLE DIHYDROCHLORIDE","ACTAVIS ELIZABETH","","Approval"
"01/03/2017","JUXTAPIDNDA   #203858","SUPPL-13","LOMITAPIDE MESYLATE","AMRYT","REMS","Approval"
"01/03/2017","JUXTAPIDNDA   #203858","SUPPL-16","LOMITAPIDE MESYLATE","AMRYT","REMS","Approval"
"01/03/2017","GLYCOPYRROLATEANDA  #207201","ORIG-1","GLYCOPYRROLATE","HERITAGE PHARMS INC","","Approval"
"01/03/2017","IPRATROPIUM BROMIDEANDA  #207903","ORIG-1","IPRATROPIUM BROMIDE","SUN PHARM","","Approval"
"01/03/2017","E-Z-CAT DRYNDA   #208036","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/03/2017","E-Z-HDNDA   #208036","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/03/2017","E-Z-PAQUENDA   #208036","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/03/2017","VARIBAR THIN LIQUIDNDA   #208036","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/04/2017","DESOXYNNDA   #005378","SUPPL-31","METHAMPHETAMINE HYDROCHLORIDE","RECORDATI RARE","Labeling","Approval"
"01/04/2017","RITALINNDA   #010187","SUPPL-87","METHYLPHENIDATE HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"01/04/2017","ADDERALL 10NDA   #011522","SUPPL-43","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","TEVA WOMENS","Labeling","Approval"
"01/04/2017","ADDERALL 12.5NDA   #011522","SUPPL-43","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","TEVA WOMENS","Labeling","Approval"
"01/04/2017","ADDERALL 15NDA   #011522","SUPPL-43","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","TEVA WOMENS","Labeling","Approval"
"01/04/2017","ADDERALL 20NDA   #011522","SUPPL-43","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","TEVA WOMENS","Labeling","Approval"
"01/04/2017","ADDERALL 30NDA   #011522","SUPPL-43","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","TEVA WOMENS","Labeling","Approval"
"01/04/2017","ADDERALL 5NDA   #011522","SUPPL-43","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","TEVA WOMENS","Labeling","Approval"
"01/04/2017","ADDERALL 7.5NDA   #011522","SUPPL-43","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","TEVA WOMENS","Labeling","Approval"
"01/04/2017","DEXEDRINENDA   #017078","SUPPL-49","DEXTROAMPHETAMINE SULFATE","IMPAX LABS INC","Labeling","Approval"
"01/04/2017","RITALIN-SRNDA   #018029","SUPPL-55","METHYLPHENIDATE HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"01/04/2017","PROZACNDA   #018936","SUPPL-108","FLUOXETINE HYDROCHLORIDE","ELI LILLY AND CO","Labeling","Approval"
"01/04/2017","SARAFEMNDA   #018936","SUPPL-108","FLUOXETINE HYDROCHLORIDE","ELI LILLY AND CO","Labeling","Approval"
"01/04/2017","PAXILNDA   #020031","SUPPL-74","PAROXETINE HYDROCHLORIDE","APOTEX TECHNOLOGIES","Labeling","Approval"
"01/04/2017","EFFEXOR XRNDA   #020699","SUPPL-107","VENLAFAXINE HYDROCHLORIDE","UPJOHN","Labeling","Approval"
"01/04/2017","PAXILNDA   #020710","SUPPL-38","PAROXETINE HYDROCHLORIDE","APOTEX TECHNOLOGIES","Labeling","Approval"
"01/04/2017","CELEXANDA   #020822","SUPPL-47","CITALOPRAM HYDROBROMIDE","ALLERGAN","Labeling","Approval"
"01/04/2017","PAXIL CRNDA   #020936","SUPPL-53","PAROXETINE HYDROCHLORIDE","APOTEX TECHNOLOGIES","Labeling","Approval"
"01/04/2017","CONCERTANDA   #021121","SUPPL-38","METHYLPHENIDATE HYDROCHLORIDE","JANSSEN PHARMS","Labeling","Approval"
"01/04/2017","PROZAC WEEKLYNDA   #021235","SUPPL-26","FLUOXETINE HYDROCHLORIDE","LILLY","Labeling","Approval"
"01/04/2017","METADATE CDNDA   #021259","SUPPL-30","METHYLPHENIDATE HYDROCHLORIDE","LANNETT CO INC","Labeling","Approval"
"01/04/2017","FOCALINNDA   #021278","SUPPL-23","DEXMETHYLPHENIDATE HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"01/04/2017","RITALIN LANDA   #021284","SUPPL-34","METHYLPHENIDATE HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"01/04/2017","PEXEVANDA   #021299","SUPPL-33","PAROXETINE MESYLATE","SEBELA IRELAND LTD","Labeling","Approval"
"01/04/2017","LEXAPRONDA   #021323","SUPPL-47","ESCITALOPRAM OXALATE","ALLERGAN","Labeling","Approval"
"01/04/2017","LEXAPRONDA   #021365","SUPPL-35","ESCITALOPRAM OXALATE","ALLERGAN","Labeling","Approval"
"01/04/2017","METHYLINNDA   #021419","SUPPL-14","METHYLPHENIDATE HYDROCHLORIDE","SPECGX LLC","Labeling","Approval"
"01/04/2017","CYMBALTANDA   #021427","SUPPL-49","DULOXETINE HYDROCHLORIDE","LILLY","Labeling","Approval"
"01/04/2017","METHYLINNDA   #021475","SUPPL-10","METHYLPHENIDATE HYDROCHLORIDE","SPECGX LLC","Labeling","Approval"
"01/04/2017","DAYTRANANDA   #021514","SUPPL-25","METHYLPHENIDATE","NOVEN PHARMS INC","Labeling","Approval"
"01/04/2017","LUVOXNDA   #021519","SUPPL-9","FLUVOXAMINE MALEATE","ANI PHARMS","Labeling","Approval"
"01/04/2017","SYMBYAXNDA   #021520","SUPPL-47","FLUOXETINE HYDROCHLORIDE; OLANZAPINE","LILLY","Labeling","Approval"
"01/04/2017","FOCALIN XRNDA   #021802","SUPPL-33","DEXMETHYLPHENIDATE HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"01/04/2017","SARAFEMNDA   #021860","SUPPL-11","FLUOXETINE HYDROCHLORIDE","APIL","Labeling","Approval"
"01/04/2017","PRISTIQNDA   #021992","SUPPL-44","DESVENLAFAXINE SUCCINATE","PF PRISM CV","Labeling","Approval"
"01/04/2017","LUVOX CRNDA   #022033","SUPPL-11","FLUVOXAMINE MALEATE","JAZZ PHARMS","Labeling","Approval"
"01/04/2017","VENLAFAXINE HYDROCHLORIDENDA   #022104","SUPPL-15","VENLAFAXINE HYDROCHLORIDE","OSMOTICA PHARM","Labeling","Approval"
"01/04/2017","VIIBRYDNDA   #022567","SUPPL-20","VILAZODONE HYDROCHLORIDE","ALLERGAN","Labeling","Approval"
"01/04/2017","DEXTROAMPHETAMINE SULFATEANDA  #040299","SUPPL-3","DEXTROAMPHETAMINE SULFATE","STRIDES PHARMA","Labeling","Approval"
"01/04/2017","DEXTROAMPHETAMINE SULFATEANDA  #040361","SUPPL-24","DEXTROAMPHETAMINE SULFATE","BARR","Labeling","Approval"
"01/04/2017","DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATEANDA  #040422","SUPPL-44","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","BARR","Labeling","Approval"
"01/04/2017","DEXTROAMPHETAMINE SULFATEANDA  #040436","SUPPL-16","DEXTROAMPHETAMINE SULFATE","SPECGX LLC","Labeling","Approval"
"01/04/2017","DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATEANDA  #040439","SUPPL-20","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","SANDOZ","Labeling","Approval"
"01/04/2017","DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATEANDA  #040440","SUPPL-19","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","SPECGX LLC","Labeling","Approval"
"01/04/2017","DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATEANDA  #040444","SUPPL-22","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","EPIC PHARMA LLC","Labeling","Approval"
"01/04/2017","DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATEANDA  #040456","SUPPL-8","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","ACTAVIS ELIZABETH","Labeling","Approval"
"01/04/2017","DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATEANDA  #040480","SUPPL-22","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","SUN PHARM INDUSTRIES","Labeling","Approval"
"01/04/2017","DEXTROAMPHETAMINE SULFATEANDA  #040776","SUPPL-4","DEXTROAMPHETAMINE SULFATE","OUTLOOK PHARMS","Labeling","Approval"
"01/04/2017","FLUOXETINE HYDROCHLORIDEANDA  #075292","SUPPL-19","FLUOXETINE HYDROCHLORIDE","NOSTRUM LABS INC","Labeling","Approval"
"01/04/2017","FLUOXETINE HYDROCHLORIDEANDA  #075506","SUPPL-23","FLUOXETINE HYDROCHLORIDE","TEVA","Labeling","Approval"
"01/04/2017","FLUOXETINE HYDROCHLORIDEANDA  #075514","SUPPL-14","FLUOXETINE HYDROCHLORIDE","WOCKHARDT BIO AG","Labeling","Approval"
"01/04/2017","FLUOXETINE HYDROCHLORIDEANDA  #075525","SUPPL-3","FLUOXETINE HYDROCHLORIDE","AKORN","Labeling","Approval"
"01/04/2017","FLUOXETINE HYDROCHLORIDEANDA  #075755","SUPPL-23","FLUOXETINE HYDROCHLORIDE","MYLAN","Labeling","Approval"
"01/04/2017","FLUOXETINE HYDROCHLORIDEANDA  #075872","SUPPL-21","FLUOXETINE HYDROCHLORIDE","TEVA","Labeling","Approval"
