"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"04/02/2017","PRIMAXINANDA  #062756","SUPPL-56","CILASTATIN SODIUM; IMIPENEM","MERCK","Labeling","Approval"
"04/03/2017","DEPO-PROVERANDA   #012541","SUPPL-86","MEDROXYPROGESTERONE ACETATE","PFIZER","Labeling","Approval"
"04/03/2017","CHILDREN'S MOTRIN COLDNDA   #021128","SUPPL-10","IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE","J AND J CONSUMER INC","Labeling","Approval"
"04/03/2017","MONODOXNDA   #050641","SUPPL-29","DOXYCYCLINE","CHARTWELL RX","Labeling","Approval"
"04/03/2017","CANDESARTAN CILEXETILANDA  #078702","SUPPL-3","CANDESARTAN CILEXETIL","MYLAN","Manufacturing (CMC)","Approval"
"04/03/2017","TRINTELLIXNDA   #204447","SUPPL-8","VORTIOXETINE HYDROBROMIDE","TAKEDA PHARMS USA","Labeling","Approval"
"04/03/2017","MOMETASONE FUROATEANDA  #207989","ORIG-1","MOMETASONE FUROATE","AMNEAL PHARMS","","Approval"
"04/03/2017","AUSTEDONDA   #208082","ORIG-1","DEUTETRABENAZINE","TEVA BRANDED PHARM","Type 1 - New Molecular Entity","Approval"
"04/03/2017","TAZAROTENEANDA  #208258","ORIG-1","TAZAROTENE","TARO PHARMS","","Approval"
"04/04/2017","GLIPIZIDE AND METFORMIN HYDROCHLORIDEANDA  #078728","SUPPL-2","GLIPIZIDE; METFORMIN HYDROCHLORIDE","HERITAGE PHARMS INC","Labeling","Approval"
"04/04/2017","BOTOXBLA   #103000","SUPPL-5296","OnabotulinumtoxinA","ALLERGAN","","Approval"
"04/04/2017","BOTOXBLA   #103000","SUPPL-5297","OnabotulinumtoxinA","ALLERGAN","","Approval"
"04/04/2017","BOTOXBLA   #103000","SUPPL-5298","OnabotulinumtoxinA","ALLERGAN","","Approval"
"04/04/2017","BOTOX COSMETICBLA   #103000","SUPPL-5296","OnabotulinumtoxinA","ALLERGAN","","Approval"
"04/04/2017","BOTOX COSMETICBLA   #103000","SUPPL-5297","OnabotulinumtoxinA","ALLERGAN","","Approval"
"04/04/2017","BOTOX COSMETICBLA   #103000","SUPPL-5298","OnabotulinumtoxinA","ALLERGAN","","Approval"
"04/04/2017","LORAZEPAMANDA  #200217","ORIG-1","LORAZEPAM","MYLAN ASI","","Approval"
"04/04/2017","GRANISETRON HYDROCHLORIDEANDA  #203454","ORIG-1","GRANISETRON HYDROCHLORIDE","MYLAN LABS LTD","","Approval"
"04/04/2017","CELECOXIBANDA  #207061","ORIG-1","CELECOXIB","JUBILANT GENERICS","","Approval"
"04/05/2017","CHOLOGRAFIN MEGLUMINENDA   #009321","SUPPL-30","IODIPAMIDE MEGLUMINE","BRACCO","Labeling","Approval"
"04/05/2017","CHOLOGRAFIN SODIUMNDA   #009321","SUPPL-30","IODIPAMIDE SODIUM","BRACCO","Labeling","Approval"
"04/05/2017","CONRAYNDA   #013295","SUPPL-70","IOTHALAMATE MEGLUMINE","LIEBEL-FLARSHEIM","Labeling","Approval"
"04/05/2017","CONRAY 43NDA   #013295","SUPPL-70","IOTHALAMATE MEGLUMINE","LIEBEL-FLARSHEIM","Labeling","Approval"
"04/05/2017","CONRAY 30NDA   #016983","SUPPL-37","IOTHALAMATE MEGLUMINE","LIEBEL-FLARSHEIM","Labeling","Approval"
"04/05/2017","ISOVUE-128NDA   #018735","SUPPL-57","IOPAMIDOL","BRACCO","Labeling","Approval"
"04/05/2017","ISOVUE-200NDA   #018735","SUPPL-57","IOPAMIDOL","BRACCO","Labeling","Approval"
"04/05/2017","ISOVUE-250NDA   #018735","SUPPL-57","IOPAMIDOL","BRACCO","Labeling","Approval"
"04/05/2017","ISOVUE-300NDA   #018735","SUPPL-57","IOPAMIDOL","BRACCO","Labeling","Approval"
"04/05/2017","ISOVUE-370NDA   #018735","SUPPL-57","IOPAMIDOL","BRACCO","Labeling","Approval"
"04/05/2017","ISOVUE-M 200NDA   #018735","SUPPL-57","IOPAMIDOL","BRACCO","Labeling","Approval"
"04/05/2017","ISOVUE-M 300NDA   #018735","SUPPL-57","IOPAMIDOL","BRACCO","Labeling","Approval"
"04/05/2017","HEXABRIXNDA   #018905","SUPPL-25","IOXAGLATE MEGLUMINE; IOXAGLATE SODIUM","GUERBET","Labeling","Approval"
"04/05/2017","OMNIPAQUE 12NDA   #018956","SUPPL-99","IOHEXOL","GE HEALTHCARE","Labeling","Approval"
"04/05/2017","OMNIPAQUE 140NDA   #018956","SUPPL-99","IOHEXOL","GE HEALTHCARE","Labeling","Approval"
"04/05/2017","OMNIPAQUE 180NDA   #018956","SUPPL-99","IOHEXOL","GE HEALTHCARE","Labeling","Approval"
"04/05/2017","OMNIPAQUE 210NDA   #018956","SUPPL-99","IOHEXOL","GE HEALTHCARE","Labeling","Approval"
"04/05/2017","OMNIPAQUE 240NDA   #018956","SUPPL-99","IOHEXOL","GE HEALTHCARE","Labeling","Approval"
"04/05/2017","OMNIPAQUE 300NDA   #018956","SUPPL-99","IOHEXOL","GE HEALTHCARE","Labeling","Approval"
"04/05/2017","OMNIPAQUE 350NDA   #018956","SUPPL-99","IOHEXOL","GE HEALTHCARE","Labeling","Approval"
"04/05/2017","OMNIPAQUE 70NDA   #018956","SUPPL-99","IOHEXOL","GE HEALTHCARE","Labeling","Approval"
"04/05/2017","OMNIPAQUE 9NDA   #018956","SUPPL-99","IOHEXOL","GE HEALTHCARE","Labeling","Approval"
"04/05/2017","MD-76RNDA   #019292","SUPPL-11","DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM","LIEBEL-FLARSHEIM","Labeling","Approval"
"04/05/2017","OPTIRAY 160NDA   #019710","SUPPL-55","IOVERSOL","LIEBEL-FLARSHEIM","Labeling","Approval"
"04/05/2017","OPTIRAY 240NDA   #019710","SUPPL-55","IOVERSOL","LIEBEL-FLARSHEIM","Labeling","Approval"
"04/05/2017","OPTIRAY 300NDA   #019710","SUPPL-55","IOVERSOL","LIEBEL-FLARSHEIM","Labeling","Approval"
"04/05/2017","OPTIRAY 320NDA   #019710","SUPPL-55","IOVERSOL","LIEBEL-FLARSHEIM","Labeling","Approval"
