"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"03/01/2017","CEREBYXNDA   #020450","SUPPL-3","FOSPHENYTOIN SODIUM","PARKE DAVIS","Efficacy","Approval"
"03/01/2017","VAGIFEMNDA   #020908","SUPPL-24","ESTRADIOL","NOVO NORDISK INC","Labeling","Approval"
"03/01/2017","PREVPAC (COPACKAGED)NDA   #050757","SUPPL-18","AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"03/01/2017","UNITUXINBLA   #125516","SUPPL-11","DINUTUXIMAB","UNITED THERAP","","Approval"
"03/01/2017","FARXIGANDA   #202293","SUPPL-11","DAPAGLIFLOZIN","ASTRAZENECA AB","Labeling","Approval"
"03/01/2017","ZOLEDRONIC ACIDANDA  #202837","SUPPL-4","ZOLEDRONIC ACID","HOSPIRA INC","Labeling","Approval"
"03/01/2017","XIGDUO XRNDA   #205649","SUPPL-6","DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE","ASTRAZENECA AB","Labeling","Approval"
"03/01/2017","ENTERO VU 24%NDA   #208143","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"03/01/2017","LIQUID E-Z-PAQUENDA   #208143","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"03/01/2017","READI-CAT 2NDA   #208143","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"03/01/2017","READI-CAT 2 SMOOTHIENDA   #208143","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"03/01/2017","TAGITOL VNDA   #208143","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"03/01/2017","VARIBAR HONEYNDA   #208143","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"03/01/2017","VARIBAR NECTARNDA   #208143","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"03/01/2017","VARIBAR THIN HONEYNDA   #208143","SUPPL-2","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"03/01/2017","EPHEDRINE SULFATENDA   #208609","ORIG-1","EPHEDRINE SULFATE","AKORN","Type 5 - New Formulation or New Manufacturer","Approval"
"03/02/2017","LINEZOLIDANDA  #204696","ORIG-1","LINEZOLID","SAGENT PHARMS INC","","Approval"
"03/02/2017","CABAZITAXEL INJECTIONNDA   #208715","ORIG-1","CABAZITAXEL","SANDOZ INC","Type 3 - New Dosage Form","Tentative Approval"
"03/03/2017","AMBIENNDA   #019908","SUPPL-38","ZOLPIDEM TARTRATE","SANOFI AVENTIS US","Labeling","Approval"
"03/03/2017","AMBIEN CRNDA   #021774","SUPPL-19","ZOLPIDEM TARTRATE","SANOFI AVENTIS US","Labeling","Approval"
"03/03/2017","METHOTREXATE PRESERVATIVE FREEANDA  #040265","SUPPL-14","METHOTREXATE SODIUM","FRESENIUS KABI USA","Labeling","Approval"
"03/03/2017","METHOTREXATE PRESERVATIVE FREEANDA  #040266","SUPPL-11","METHOTREXATE SODIUM","FRESENIUS KABI USA","Labeling","Approval"
"03/03/2017","LAMIVUDINEANDA  #077221","ORIG-1","LAMIVUDINE","CIPLA","","Approval"
"03/03/2017","MINOXIDILANDA  #091344","SUPPL-16","MINOXIDIL","PERRIGO","Labeling","Approval"
"03/03/2017","YERVOYBLA   #125377","SUPPL-84","IPILIMUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/03/2017","NOCTIVANDA   #201656","ORIG-1","DESMOPRESSIN ACETATE","SERENITY PHARMS LLC","Type 5 - New Formulation or New Manufacturer","Approval"
"03/03/2017","SKYLANDA   #203159","SUPPL-7","LEVONORGESTREL","BAYER HLTHCARE","Labeling","Approval"
"03/03/2017","METHYLPHENIDATE HYDROCHLORIDEANDA  #207587","ORIG-1","METHYLPHENIDATE HYDROCHLORIDE","NOSTRUM LABS INC","","Approval"
"03/03/2017","TRIAMCINOLONE ACETONIDEANDA  #208590","ORIG-1","TRIAMCINOLONE ACETONIDE","TELIGENT","","Approval"
"03/03/2017","TIZANIDINE HYDROCHLORIDEANDA  #208622","ORIG-1","TIZANIDINE HYDROCHLORIDE","ZYDUS PHARMS","","Approval"
"03/04/2017","BACTRIMNDA   #018374","SUPPL-25","SULFAMETHOXAZOLE; TRIMETHOPRIM","SUN PHARM INDS INC","Labeling","Approval"
"03/06/2017","DEPAKENENDA   #018081","SUPPL-66","VALPROIC ACID","ABBVIE","Labeling","Approval"
"03/06/2017","DEPAKENENDA   #018082","SUPPL-49","VALPROIC ACID","ABBVIE","Labeling","Approval"
"03/06/2017","DEPAKOTENDA   #018723","SUPPL-58","DIVALPROEX SODIUM","ABBVIE","Labeling","Approval"
"03/06/2017","DEPAKOTENDA   #019680","SUPPL-45","DIVALPROEX SODIUM","ABBVIE","Labeling","Approval"
"03/06/2017","DEPACONNDA   #020593","SUPPL-36","VALPROATE SODIUM","ABBVIE","Labeling","Approval"
"03/06/2017","DEPAKOTE ERNDA   #021168","SUPPL-36","DIVALPROEX SODIUM","ABBVIE","Labeling","Approval"
"03/06/2017","GRALISENDA   #022544","SUPPL-24","GABAPENTIN","ALMATICA","Labeling","Approval"
"03/06/2017","SODIUM BICARBONATEANDA  #202494","ORIG-1","SODIUM BICARBONATE","HOSPIRA INC","","Approval"
"03/06/2017","SODIUM BICARBONATEANDA  #202495","ORIG-1","SODIUM BICARBONATE","HOSPIRA INC","","Approval"
"03/06/2017","HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDEANDA  #204765","ORIG-1","HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE","TORRENT","","Approval"
"03/06/2017","ESOMEPRAZOLE SODIUMANDA  #207181","ORIG-1","ESOMEPRAZOLE SODIUM","DEVA HOLDING AS","","Approval"
"03/06/2017","CLOBETASOL PROPIONATEANDA  #208881","ORIG-1","CLOBETASOL PROPIONATE","TELIGENT","","Approval"
"03/06/2017","NITROUS OXIDE, USPNDA   #210235","ORIG-1","NITROUS OXIDE","PRAXAIR DISTRIBUTION INC","Medical Gas","Approval"
