"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"02/01/2017","BETOPTIC SNDA   #019845","SUPPL-25","BETAXOLOL HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"02/01/2017","DILANTINANDA  #084349","SUPPL-75","PHENYTOIN SODIUM","UPJOHN","Labeling","Approval"
"02/01/2017","DILANTINANDA  #084349","SUPPL-77","PHENYTOIN SODIUM","UPJOHN","Labeling","Approval"
"02/01/2017","DILANTINANDA  #084349","SUPPL-78","PHENYTOIN SODIUM","UPJOHN","Labeling","Approval"
"02/01/2017","DILANTINANDA  #084349","SUPPL-79","PHENYTOIN SODIUM","UPJOHN","Labeling","Approval"
"02/01/2017","DILANTINANDA  #084349","SUPPL-80","PHENYTOIN SODIUM","UPJOHN","Labeling","Approval"
"02/01/2017","DILANTINANDA  #084427","SUPPL-33","PHENYTOIN","PHARMACIA","Labeling","Approval"
"02/01/2017","DILANTINANDA  #084427","SUPPL-34","PHENYTOIN","PHARMACIA","Labeling","Approval"
"02/01/2017","DILANTINANDA  #084427","SUPPL-35","PHENYTOIN","PHARMACIA","Labeling","Approval"
"02/01/2017","DILANTINANDA  #084427","SUPPL-36","PHENYTOIN","PHARMACIA","Labeling","Approval"
"02/01/2017","DILANTINANDA  #084427","SUPPL-37","PHENYTOIN","PHARMACIA","Labeling","Approval"
"02/01/2017","AZITHROMYCINANDA  #090923","SUPPL-7","AZITHROMYCIN","SUN PHARM INDS LTD","Labeling","Approval"
"02/01/2017","RISPERIDONEANDA  #201003","SUPPL-7","RISPERIDONE","AJANTA PHARMA LTD","Labeling","Approval"
"02/01/2017","DEXTROAMPHETAMINE SULFATEANDA  #203548","SUPPL-3","DEXTROAMPHETAMINE SULFATE","AVANTHI INC","Labeling","Approval"
"02/01/2017","ARIPIPRAZOLEANDA  #203906","SUPPL-1","ARIPIPRAZOLE","AMNEAL PHARMS","Labeling","Approval"
"02/01/2017","INVOKANANDA   #204042","SUPPL-18","CANAGLIFLOZIN","JANSSEN PHARMS","Efficacy","Approval"
"02/01/2017","ARIPIPRAZOLEANDA  #204094","SUPPL-4","ARIPIPRAZOLE","APOTEX INC","Labeling","Approval"
"02/01/2017","INVOKAMETNDA   #204353","SUPPL-14","CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE","JANSSEN PHARMS","Efficacy","Approval"
"02/01/2017","TRIAMCINOLONE ACETONIDEANDA  #208763","ORIG-1","TRIAMCINOLONE ACETONIDE","LUPIN","","Approval"
"02/02/2017","DURAGESIC-100NDA   #019813","SUPPL-70","FENTANYL","JANSSEN PHARMS","Labeling","Approval"
"02/02/2017","DURAGESIC-12NDA   #019813","SUPPL-70","FENTANYL","JANSSEN PHARMS","Labeling","Approval"
"02/02/2017","DURAGESIC-25NDA   #019813","SUPPL-70","FENTANYL","JANSSEN PHARMS","Labeling","Approval"
"02/02/2017","DURAGESIC-37NDA   #019813","SUPPL-70","FENTANYL","JANSSEN PHARMS","Labeling","Approval"
"02/02/2017","DURAGESIC-50NDA   #019813","SUPPL-70","FENTANYL","JANSSEN PHARMS","Labeling","Approval"
"02/02/2017","DURAGESIC-75NDA   #019813","SUPPL-70","FENTANYL","JANSSEN PHARMS","Labeling","Approval"
"02/02/2017","PENTOXIFYLLINEANDA  #075028","SUPPL-10","PENTOXIFYLLINE","VALEANT PHARMS","Labeling","Approval"
"02/02/2017","PENTOXIFYLLINEANDA  #075028","SUPPL-12","PENTOXIFYLLINE","VALEANT PHARMS","Labeling","Approval"
"02/02/2017","PENTOXIFYLLINEANDA  #075028","SUPPL-13","PENTOXIFYLLINE","VALEANT PHARMS","Labeling","Approval"
"02/02/2017","BIVALIRUDINANDA  #091468","ORIG-1","BIVALIRUDIN","MYLAN LABS LTD","","Tentative Approval"
"02/02/2017","NULOJIXBLA   #125288","SUPPL-70","BELATACEPT","BRISTOL MYERS SQUIBB","","Approval"
"02/02/2017","GRANIXBLA   #125294","SUPPL-40","TBO-FILGRASTIM","SICOR BIOTECH","","Approval"
"02/02/2017","OPDIVOBLA   #125554","SUPPL-24","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"02/02/2017","ZOLEDRONIC ACIDNDA   #203231","SUPPL-13","ZOLEDRONIC ACID","INFORLIFE","Labeling","Approval"
"02/02/2017","PRAVASTATIN SODIUMANDA  #203367","ORIG-1","PRAVASTATIN SODIUM","AUROBINDO PHARMA LTD","","Approval"
"02/02/2017","EPLERENONEANDA  #203896","ORIG-1","EPLERENONE","PRASCO","","Approval"
"02/02/2017","CLOPIDOGREL BISULFATEANDA  #204359","ORIG-1","CLOPIDOGREL BISULFATE","RISING","","Approval"
"02/02/2017","VIBERZINDA   #206940","SUPPL-1","ELUXADOLINE","ALLERGAN HOLDINGS","Labeling","Approval"
