"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"12/01/2017","HIPREXNDA   #017681","SUPPL-18","METHENAMINE HIPPURATE","VALIDUS PHARMS","Labeling","Approval"
"12/01/2017","LEXIVANDA   #021548","SUPPL-40","FOSAMPRENAVIR CALCIUM","VIIV HLTHCARE","Labeling","Approval"
"12/01/2017","LEXIVANDA   #022116","SUPPL-24","FOSAMPRENAVIR CALCIUM","VIIV HLTHCARE","Labeling","Approval"
"12/01/2017","MOZOBILNDA   #022311","SUPPL-18","PLERIXAFOR","GENZYME","Labeling","Approval"
"12/01/2017","CILOSTAZOLANDA  #077021","SUPPL-14","CILOSTAZOL","CASI PHARMS INC","Manufacturing (CMC)","Approval"
"12/01/2017","CILOSTAZOLANDA  #077310","SUPPL-12","CILOSTAZOL","CASI PHARMS INC","Manufacturing (CMC)","Approval"
"12/01/2017","QUETIAPINE FUMARATEANDA  #090757","ORIG-1","QUETIAPINE FUMARATE","ANCHEN PHARMS","","Approval"
"12/01/2017","TALTZBLA   #125521","SUPPL-4","IXEKIZUMAB","ELI LILLY AND CO","","Approval"
"12/01/2017","REPATHABLA   #125522","SUPPL-13","EVOLOCUMAB","AMGEN INC","","Approval"
"12/01/2017","REPATHABLA   #125522","SUPPL-14","EVOLOCUMAB","AMGEN INC","","Approval"
"12/01/2017","MEGESTROL ACETATEANDA  #204688","ORIG-1","MEGESTROL ACETATE","BRECKENRIDGE","","Approval"
"12/01/2017","THIAMINE HYDROCHLORIDEANDA  #206106","ORIG-1","THIAMINE HYDROCHLORIDE","SAGENT PHARMS INC","","Approval"
"12/01/2017","IBUPROFEN AND PSEUDOEPHEDRINE HYDROCHLORIDEANDA  #209235","ORIG-1","IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE","AUROBINDO PHARMA LTD","","Approval"
"12/01/2017","OGIVRIBLA   #761074","ORIG-1","TRASTUZUMAB-DKST","MYLAN GMBH","","Approval"
"12/04/2017","FLAGYL I.V. RTU IN PLASTIC CONTAINERNDA   #018657","SUPPL-36","METRONIDAZOLE","BAXTER HLTHCARE","Labeling","Approval"
