"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"05/01/2017","STERITALCNDA   #205555","ORIG-1","TALC","NOVATECH SA","Type 5 - New Formulation or New Manufacturer","Approval"
"05/01/2017","IMFINZIBLA   #761069","ORIG-1","DURVALUMAB","ASTRAZENECA UK LTD","","Approval"
"05/02/2017","CLEOCIN HYDROCHLORIDENDA   #050162","SUPPL-98","CLINDAMYCIN HYDROCHLORIDE","PFIZER","Labeling","Approval"
"05/02/2017","CLEOCIN HYDROCHLORIDENDA   #050162","SUPPL-99","CLINDAMYCIN HYDROCHLORIDE","PFIZER","Labeling","Approval"
"05/02/2017","CLEOCIN PHOSPHATENDA   #050441","SUPPL-76","CLINDAMYCIN PHOSPHATE","PFIZER","Labeling","Approval"
"05/02/2017","CLEOCIN PHOSPHATENDA   #050441","SUPPL-78","CLINDAMYCIN PHOSPHATE","PFIZER","Labeling","Approval"
"05/02/2017","CLEOCIN PHOSPHATE IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #050639","SUPPL-35","CLINDAMYCIN PHOSPHATE","PFIZER","Labeling","Approval"
"05/02/2017","CLEOCIN PHOSPHATE IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #050639","SUPPL-37","CLINDAMYCIN PHOSPHATE","PFIZER","Labeling","Approval"
"05/02/2017","MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREEANDA  #081002","SUPPL-8","MEPERIDINE HYDROCHLORIDE","WEST-WARD PHARMS INT","Labeling","Approval"
"05/02/2017","TRAMADOL HYDROCHLORIDE AND ACETAMINOPHENANDA  #206885","ORIG-1","ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE","MACLEODS PHARMS LTD","","Approval"
"05/03/2017","MAXIPIMENDA   #050679","SUPPL-42","CEFEPIME HYDROCHLORIDE","HOSPIRA INC","Labeling","Approval"
"05/03/2017","BLINCYTOBLA   #125557","SUPPL-7","BLINATUMOMAB","AMGEN","","Approval"
"05/03/2017","DECITABINEANDA  #203131","SUPPL-4","DECITABINE","DR REDDYS","Labeling","Approval"
"05/03/2017","OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDEANDA  #206515","ORIG-1","HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL","TORRENT","","Approval"
"05/03/2017","TELMISARTANANDA  #207882","ORIG-1","TELMISARTAN","PRINSTON INC","","Approval"
"05/03/2017","BORTEZOMIBANDA  #208392","ORIG-1","BORTEZOMIB","PHARMASCIENCE INC","","Tentative Approval"
