"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"08/01/2017","CAPOTENNDA   #018343","SUPPL-87","CAPTOPRIL","PAR PHARM","Labeling","Approval"
"08/01/2017","AMITIZANDA   #021908","SUPPL-15","LUBIPROSTONE","SUCAMPO PHARMA LLC","Labeling","Approval"
"08/01/2017","RELISTORNDA   #021964","SUPPL-18","METHYLNALTREXONE BROMIDE","SALIX PHARMS","Labeling","Approval"
"08/01/2017","TANZEUMBLA   #125431","SUPPL-19","ALBIGLUTIDE","GLAXOSMITHKLINE LLC","","Approval"
"08/01/2017","TRULICITYBLA   #125469","SUPPL-11","DULAGLUTIDE","ELI LILLY AND CO","","Approval"
"08/01/2017","TRULICITYBLA   #125469","SUPPL-13","DULAGLUTIDE","ELI LILLY AND CO","","Approval"
"08/01/2017","ERIVEDGENDA   #203388","SUPPL-11","VISMODEGIB","GENENTECH","Labeling","Approval"
"08/01/2017","MOVANTIKNDA   #204760","SUPPL-5","NALOXEGOL OXALATE","REDHILL","Labeling","Approval"
"08/01/2017","RELISTORNDA   #208271","SUPPL-2","METHYLNALTREXONE BROMIDE","SALIX","Labeling","Approval"
"08/01/2017","EPCLUSANDA   #208341","SUPPL-1","SOFOSBUVIR; VELPATASVIR","GILEAD SCIENCES INC","Efficacy","Approval"
"08/01/2017","SYMPROICNDA   #208854","SUPPL-1","NALDEMEDINE TOSYLATE","BDSI","Labeling","Approval"
"08/01/2017","IDHIFANDA   #209606","ORIG-1","ENASIDENIB MESYLATE","CELGENE CORP","Type 1 - New Molecular Entity","Approval"
"08/02/2017","MAVIKNDA   #020528","SUPPL-25","TRANDOLAPRIL","ABBVIE","Labeling","Approval"
"08/02/2017","TARKANDA   #020591","SUPPL-29","TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE","ABBVIE","Labeling","Approval"
"08/02/2017","STAXYNNDA   #200179","SUPPL-4","VARDENAFIL HYDROCHLORIDE","BAYER HLTHCARE","Efficacy","Approval"
"08/02/2017","JUXTAPIDNDA   #203858","SUPPL-17","LOMITAPIDE MESYLATE","AMRYT","Labeling","Approval"
"08/02/2017","IMBRUVICANDA   #205552","SUPPL-17","IBRUTINIB","PHARMACYCLICS INC","Efficacy","Approval"
"08/02/2017","ISOPROTERENOL HYDROCHLORIDEANDA  #206961","ORIG-1","ISOPROTERENOL HYDROCHLORIDE","NEXUS PHARMS","","Approval"
"08/02/2017","DOLUTEGRAVIR, LAMIVUDINE, AND TENOFOVIR DISOPROXIL FUMARATENDA   #209670","ORIG-1","DOLUTEGRAVIR;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE","MYLAN PHARMS INC","Type 4 - New Combination","Tentative Approval"
"08/03/2017","LOTENSINNDA   #019851","SUPPL-52","BENAZEPRIL HYDROCHLORIDE","VALIDUS PHARMS","Labeling","Approval"
"08/03/2017","LOTENSIN HCTNDA   #020033","SUPPL-61","BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE","VALIDUS PHARMS","Labeling","Approval"
"08/03/2017","SERTRALINE HYDROCHLORIDEANDA  #078861","SUPPL-5","SERTRALINE HYDROCHLORIDE","AUROBINDO PHARMA","Manufacturing (CMC)","Approval"
"08/03/2017","SERTRALINE HYDROCHLORIDEANDA  #078861","SUPPL-13","SERTRALINE HYDROCHLORIDE","AUROBINDO PHARMA","Labeling","Approval"
"08/03/2017","MEMANTINE HYDROCHLORIDEANDA  #203293","ORIG-1","MEMANTINE HYDROCHLORIDE","ZYDUS PHARMS","","Approval"
"08/03/2017","VELPHORONDA   #205109","SUPPL-5","FERRIC OXYHYDROXIDE","VIFOR FRESENIUS","Labeling","Approval"
"08/03/2017","LILETTANDA   #206229","SUPPL-4","LEVONORGESTREL","MEDICINES360","Efficacy","Approval"
"08/03/2017","NEVIRAPINEANDA  #207684","ORIG-1","NEVIRAPINE","CIPLA","","Approval"
