"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"09/01/2017","ORFADINNDA   #021232","SUPPL-20","NITISINONE","SWEDISH ORPHAN","Efficacy","Approval"
"09/01/2017","CUBICINNDA   #021572","SUPPL-57","DAPTOMYCIN","CUBIST PHARMS LLC","Efficacy","Approval"
"09/01/2017","CUBICINNDA   #021572","SUPPL-60","DAPTOMYCIN","CUBIST PHARMS LLC","Labeling","Approval"
"09/01/2017","CUBICIN RFNDA   #021572","SUPPL-57","DAPTOMYCIN","CUBIST PHARMS LLC","Efficacy","Approval"
"09/01/2017","CUBICIN RFNDA   #021572","SUPPL-60","DAPTOMYCIN","CUBIST PHARMS LLC","Labeling","Approval"
"09/01/2017","ZOVIA 1/50E-28ANDA  #072723","SUPPL-38","ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE","WATSON LABS","Labeling","Approval"
"09/01/2017","ESOMEPRAZOLE MAGNESIUMANDA  #205563","ORIG-1","ESOMEPRAZOLE MAGNESIUM","LANNETT CO INC","","Approval"
"09/01/2017","ORFADINNDA   #206356","SUPPL-3","NITISINONE","SWEDISH ORPHAN","Efficacy","Approval"
"09/01/2017","PALONOSETRON HYDROCHLORIDEANDA  #207364","ORIG-1","PALONOSETRON HYDROCHLORIDE","SOMERSET THERAPS LLC","","Tentative Approval"
"09/01/2017","MYLOTARGBLA   #761060","ORIG-1","GEMTUZUMAB OZOGAMICIN","WYETH PHARMS INC","","Approval"
"09/01/2017","MYLOTARGBLA   #761060","ORIG-2","GEMTUZUMAB OZOGAMICIN","WYETH PHARMS INC","","Approval"
"09/03/2017","OXYGEN, USPNDA   #210844","ORIG-1","OXYGEN","PRAXAIR MEXICO","Medical Gas","Approval"
"09/05/2017","TRACLEERNDA   #021290","SUPPL-34","BOSENTAN","ACTELION","REMS","Approval"
"09/05/2017","AZITHROMYCINANDA  #065153","SUPPL-18","AZITHROMYCIN","TEVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065153","SUPPL-19","AZITHROMYCIN","TEVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065153","SUPPL-20","AZITHROMYCIN","TEVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065193","SUPPL-18","AZITHROMYCIN","TEVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065193","SUPPL-20","AZITHROMYCIN","TEVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065193","SUPPL-21","AZITHROMYCIN","TEVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065223","SUPPL-24","AZITHROMYCIN","PLIVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065223","SUPPL-27","AZITHROMYCIN","PLIVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065223","SUPPL-28","AZITHROMYCIN","PLIVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065225","SUPPL-27","AZITHROMYCIN","PLIVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065225","SUPPL-30","AZITHROMYCIN","PLIVA","Labeling","Approval"
"09/05/2017","AZITHROMYCINANDA  #065225","SUPPL-31","AZITHROMYCIN","PLIVA","Labeling","Approval"
"09/05/2017","METRONIDAZOLEANDA  #070027","SUPPL-42","METRONIDAZOLE","TEVA PHARMS USA","Labeling","Approval"
"09/05/2017","METRONIDAZOLEANDA  #070033","SUPPL-42","METRONIDAZOLE","PLIVA","Labeling","Approval"
"09/05/2017","ENALAPRILATANDA  #075458","SUPPL-9","ENALAPRILAT","HOSPIRA","Labeling","Approval"
"09/05/2017","EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATEANDA  #091593","SUPPL-19","EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE","CIPLA LIMITED","Labeling","Tentative Approval"
"09/05/2017","METRONIDAZOLEANDA  #203974","SUPPL-1","METRONIDAZOLE","AUROBINDO PHARMA LTD","Labeling","Approval"
"09/05/2017","DESVENLAFAXINE SUCCINATEANDA  #204082","SUPPL-3","DESVENLAFAXINE SUCCINATE","HIKMA","Labeling","Approval"
"09/05/2017","DESVENLAFAXINE SUCCINATEANDA  #204083","SUPPL-2","DESVENLAFAXINE SUCCINATE","HIKMA","Labeling","Approval"
"09/05/2017","TRACLEERNDA   #209279","ORIG-1","BOSENTAN","ACTELION","Type 5 - New Formulation or New Manufacturer","Approval"
"09/06/2017","NAPRELANNDA   #020353","SUPPL-34","NAPROXEN SODIUM","ALMATICA","Manufacturing (CMC)","Approval"
"09/06/2017","AVAGARDNDA   #021074","SUPPL-12","ALCOHOL; CHLORHEXIDINE GLUCONATE","3M","Labeling","Approval"
"09/06/2017","GLEEVECNDA   #021588","SUPPL-51","IMATINIB MESYLATE","NOVARTIS","Labeling","Approval"
"09/06/2017","CHLORHEXIDINE GLUCONATENDA   #021669","SUPPL-23","CHLORHEXIDINE GLUCONATE","SAGE PRODS","Labeling","Approval"
"09/06/2017","OPDIVOBLA   #125554","SUPPL-40","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"09/06/2017","HALOPERIDOLANDA  #204849","ORIG-1","HALOPERIDOL LACTATE","AKORN","","Approval"
