"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"07/03/2017","CYTOVENENDA   #019661","SUPPL-36","GANCICLOVIR SODIUM","CHEPLAPHARM","Labeling","Approval"
"07/03/2017","MUCINEXNDA   #021282","SUPPL-48","GUAIFENESIN","RB HLTH","Manufacturing (CMC)","Approval"
"07/03/2017","QUETIAPINE FUMARATEANDA  #202674","SUPPL-5","QUETIAPINE FUMARATE","UNICHEM","Manufacturing (CMC)","Approval"
"07/03/2017","OMEPRAZOLEANDA  #203481","ORIG-1","OMEPRAZOLE","BRECKENRIDGE","","Approval"
"07/03/2017","METFORMIN HYDROCHLORIDE AND SITAGLIPTIN PHOSPHATEANDA  #208535","ORIG-1","METFORMIN HYDROCHLORIDE;SITAGLIPTIN PHOSPHATE","ZYDUS PHARMS USA INC","","Tentative Approval"
"07/03/2017","EPHEDRINE SULFATENDA   #208609","SUPPL-1","EPHEDRINE SULFATE","AKORN","Manufacturing (CMC)","Approval"
"07/05/2017","PROSTIN E2NDA   #017810","SUPPL-19","DINOPROSTONE","PFIZER","Labeling","Approval"
"07/05/2017","PREPIDILNDA   #019617","SUPPL-17","DINOPROSTONE","PFIZER","Labeling","Approval"
"07/05/2017","PROMACTANDA   #022291","SUPPL-18","ELTROMBOPAG OLAMINE","NOVARTIS","Labeling","Approval"
"07/05/2017","TALTZBLA   #125521","SUPPL-3","IXEKIZUMAB","ELI LILLY AND CO","","Approval"
"07/05/2017","DEXMETHYLPHENIDATE HYDROCHLORIDEANDA  #202731","ORIG-3","DEXMETHYLPHENIDATE HYDROCHLORIDE","TEVA PHARMS USA","","Approval"
"07/05/2017","DEXMETHYLPHENIDATE HYDROCHLORIDEANDA  #203614","ORIG-1","DEXMETHYLPHENIDATE HYDROCHLORIDE","IMPAX LABS INC","","Approval"
"07/05/2017","PROMACTA KITNDA   #207027","SUPPL-3","ELTROMBOPAG OLAMINE","NOVARTIS","Labeling","Approval"
