"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"10/02/2017","GEMFIBROZILANDA  #077836","SUPPL-10","GEMFIBROZIL","INVAGEN PHARMS","Labeling","Approval"
"10/02/2017","GEMFIBROZILANDA  #077836","SUPPL-12","GEMFIBROZIL","INVAGEN PHARMS","Labeling","Approval"
"10/02/2017","AMLODIPINE BESYLATEANDA  #078925","SUPPL-10","AMLODIPINE BESYLATE","ALKEM","Labeling","Approval"
"10/02/2017","BOTOXBLA   #103000","SUPPL-5303","OnabotulinumtoxinA","ALLERGAN","","Approval"
"10/02/2017","BOTOX COSMETICBLA   #103000","SUPPL-5303","OnabotulinumtoxinA","ALLERGAN","","Approval"
"10/02/2017","INTRON ABLA   #103132","SUPPL-5196","INTERFERON ALFA-2B","SCHERING","","Approval"
"10/02/2017","PEGINTRONBLA   #103949","SUPPL-5305","PEGINTERFERON ALFA-2B","SCHERING","","Approval"
"10/02/2017","PEGINTRONBLA   #103949","SUPPL-5307","PEGINTERFERON ALFA-2B","SCHERING","","Approval"
"10/02/2017","SYLATRONBLA   #103949","SUPPL-5305","PEGINTERFERON ALFA-2B","SCHERING","","Approval"
"10/02/2017","SYLATRONBLA   #103949","SUPPL-5307","PEGINTERFERON ALFA-2B","SCHERING","","Approval"
"10/02/2017","LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOLANDA  #206053","ORIG-1","ETHINYL ESTRADIOL; LEVONORGESTREL","MYLAN LABS LTD","","Approval"
"10/02/2017","ALUNBRIGNDA   #208772","SUPPL-2","BRIGATINIB","TAKEDA PHARMS USA","Manufacturing (CMC)","Approval"
"10/02/2017","ASCORNDA   #209112","ORIG-1","ASCORBIC ACID","MCGUFF","Type 7 - Drug Already Marketed without Approved NDA","Approval"
"10/03/2017","DESMOPRESSIN ACETATE (NEEDS NO REFRIGERATION)ANDA  #091345","ORIG-1","DESMOPRESSIN ACETATE","ZYDUS PHARMS","","Approval"
"10/03/2017","GLATIRAMER ACETATEANDA  #091646","ORIG-1","GLATIRAMER ACETATE","MYLAN","","Approval"
"10/03/2017","PEGINTRONBLA   #103949","SUPPL-5306","PEGINTERFERON ALFA-2B","SCHERING","","Approval"
"10/03/2017","SYLATRONBLA   #103949","SUPPL-5306","PEGINTERFERON ALFA-2B","SCHERING","","Approval"
"10/03/2017","FESOTERODINE FUMARATEANDA  #204946","ORIG-1","FESOTERODINE FUMARATE","ZYDUS PHARMS","","Approval"
"10/03/2017","GLATIRAMER ACETATEANDA  #206936","ORIG-1","GLATIRAMER ACETATE","MYLAN","","Approval"
"10/03/2017","TELMISARTANANDA  #207016","ORIG-1","TELMISARTAN","MICRO LABS","","Approval"
"10/04/2017","MIRALAXNDA   #022015","SUPPL-27","POLYETHYLENE GLYCOL 3350","BAYER HEALTHCARE LLC","Labeling","Approval"
"10/04/2017","PROMACTANDA   #022291","SUPPL-19","ELTROMBOPAG OLAMINE","NOVARTIS","Labeling","Approval"
"10/04/2017","CEFTRIAXONE SODIUMANDA  #090701","ORIG-1","CEFTRIAXONE SODIUM","HIKMA","","Approval"
"10/04/2017","DUTASTERIDEANDA  #204373","ORIG-1","DUTASTERIDE","CADILA","","Approval"
"10/04/2017","YOSPRALANDA   #205103","SUPPL-1","ASPIRIN; OMEPRAZOLE","GENUS LIFESCIENCES","Labeling","Approval"
"10/04/2017","MOXIFLOXACIN HYDROCHLORIDEANDA  #206242","ORIG-1","MOXIFLOXACIN HYDROCHLORIDE","EUGIA PHARMA","","Approval"
"10/04/2017","FLOLIPIDNDA   #206679","SUPPL-2","SIMVASTATIN","TCG FLUENT PHARMA","Labeling","Approval"
"10/05/2017","LOMOTILNDA   #012462","SUPPL-45","ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE","PFIZER","Labeling","Approval"
"10/05/2017","DEPAKENENDA   #018081","SUPPL-67","VALPROIC ACID","ABBVIE","Labeling","Approval"
"10/05/2017","DEPAKENENDA   #018082","SUPPL-50","VALPROIC ACID","ABBVIE","Labeling","Approval"
"10/05/2017","DEPAKOTENDA   #018723","SUPPL-59","DIVALPROEX SODIUM","ABBVIE","Labeling","Approval"
"10/05/2017","DEPAKOTENDA   #019680","SUPPL-46","DIVALPROEX SODIUM","ABBVIE","Labeling","Approval"
"10/05/2017","ZOFRANNDA   #020103","SUPPL-36","ONDANSETRON HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"10/05/2017","DEPACONNDA   #020593","SUPPL-37","VALPROATE SODIUM","ABBVIE","Labeling","Approval"
"10/05/2017","ZOFRANNDA   #020605","SUPPL-20","ONDANSETRON HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"10/05/2017","ZOFRAN ODTNDA   #020781","SUPPL-20","ONDANSETRON","NOVARTIS","Labeling","Approval"
"10/05/2017","DEPAKOTE ERNDA   #021168","SUPPL-37","DIVALPROEX SODIUM","ABBVIE","Labeling","Approval"
"10/05/2017","DEXRAZOXANE HYDROCHLORIDEANDA  #076068","SUPPL-15","DEXRAZOXANE HYDROCHLORIDE","HIKMA","Manufacturing (CMC)","Approval"
"10/05/2017","GABAPENTINANDA  #077662","SUPPL-21","GABAPENTIN","GLENMARK PHARMS LTD","Labeling","Approval"
"10/05/2017","CAMPATHBLA   #103948","SUPPL-5157","ALEMTUZUMAB","GENZYME","","Approval"
"10/05/2017","CAMPATHBLA   #103948","SUPPL-5158","ALEMTUZUMAB","GENZYME","","Approval"
"10/05/2017","LEMTRADABLA   #103948","SUPPL-5157","ALEMTUZUMAB","GENZYME","","Approval"
"10/05/2017","LEMTRADABLA   #103948","SUPPL-5158","ALEMTUZUMAB","GENZYME","","Approval"
"10/05/2017","COMETRIQNDA   #203756","SUPPL-4","CABOZANTINIB S-MALATE","EXELIXIS","Labeling","Approval"
"10/05/2017","VENLAFAXINE HYDROCHLORIDEANDA  #204889","ORIG-1","VENLAFAXINE HYDROCHLORIDE","MACLEODS PHARMS LTD","","Approval"
"10/05/2017","NADOLOLANDA  #209309","ORIG-1","NADOLOL","LUPIN LTD","","Approval"
"10/06/2017","TEMODARNDA   #021029","SUPPL-32","TEMOZOLOMIDE","MERCK SHARP DOHME","Labeling","Approval"
"10/06/2017","DUODOTENDA   #021983","SUPPL-23","ATROPINE; PRALIDOXIME CHLORIDE","MERIDIAN MEDCL","Efficacy","Approval"
"10/06/2017","TEMODARNDA   #022277","SUPPL-12","TEMOZOLOMIDE","MERCK SHARP DOHME","Labeling","Approval"
"10/06/2017","ENBRELBLA   #103795","SUPPL-5561","ETANERCEPT","IMMUNEX","","Approval"
"10/06/2017","PIOGLITAZONE HYDROCHLORIDEANDA  #206738","ORIG-1","PIOGLITAZONE HYDROCHLORIDE","PURACAP PHARM LLC","","Approval"
"10/06/2017","NEVIRAPINEANDA  #206879","ORIG-1","NEVIRAPINE","MACLEODS PHARMS LTD","","Approval"
"10/06/2017","AZELASTINE HYDROCHLORIDE AND FLUTICASONE PROPIONATEANDA  #208436","ORIG-1","AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE","TEVA PHARMS USA","","Tentative Approval"
"10/06/2017","ZILRETTANDA   #208845","ORIG-1","TRIAMCINOLONE ACETONIDE","FLEXION THERAPS INC","Type 5 - New Formulation or New Manufacturer","Approval"
"10/06/2017","TRIAMCINOLONE ACETONIDEANDA  #208925","ORIG-1","TRIAMCINOLONE ACETONIDE","COSETTE","","Approval"
"10/06/2017","NYSTATINANDA  #209114","ORIG-1","NYSTATIN","COSETTE","","Approval"
"10/06/2017","DOXYCYCLINE HYCLATEANDA  #209372","ORIG-1","DOXYCYCLINE HYCLATE","AMNEAL PHARMS CO","","Approval"
"10/06/2017","ADAPALENE AND BENZOYL PEROXIDEANDA  #209641","ORIG-1","ADAPALENE; BENZOYL PEROXIDE","ACTAVIS LABS UT INC","","Tentative Approval"
"10/06/2017","AMITRIPTYLINE HYDROCHLORIDEANDA  #210086","ORIG-1","AMITRIPTYLINE HYDROCHLORIDE","ZYDUS PHARMS","","Approval"
"10/07/2017","SPORANOXNDA   #020083","SUPPL-61","ITRACONAZOLE","JANSSEN PHARMS","Labeling","Approval"
"10/07/2017","SPORANOXNDA   #020657","SUPPL-36","ITRACONAZOLE","JANSSEN PHARMS","Labeling","Approval"
"10/10/2017","NORINYL 1+35 21-DAYNDA   #017565","SUPPL-85","ETHINYL ESTRADIOL; NORETHINDRONE","ALLERGAN","Labeling","Approval"
"10/10/2017","NORINYL 1+35 28-DAYNDA   #017565","SUPPL-85","ETHINYL ESTRADIOL; NORETHINDRONE","ALLERGAN","Labeling","Approval"
"10/10/2017","BREVICON 21-DAYNDA   #017566","SUPPL-92","ETHINYL ESTRADIOL; NORETHINDRONE","ALLERGAN","Labeling","Approval"
"10/10/2017","BREVICON 28-DAYNDA   #017743","SUPPL-89","ETHINYL ESTRADIOL; NORETHINDRONE","ALLERGAN","Labeling","Approval"
"10/10/2017","ESTROSTEP 21NDA   #020130","SUPPL-18","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","APIL","Labeling","Approval"
